"","V1","V2","V3","V4","V5","V6"
"16150","Mentodus crassus","Data Deficient",141563168,"Osmeriformes","Platytroctidae","Y"
"16151","Pseudoscopelus australis","Least Concern",141563178,"Perciformes","Chiasmodontidae","Y"
"16152","Synchiropus splendidus","Least Concern",141781313,"Perciformes","Callionymidae","Y"
"16153","Embiotoca lateralis","Least Concern",141781371,"Perciformes","Embiotocidae","Y"
"16154","Siganus unimaculatus","Data Deficient",141781383,"Perciformes","Siganidae","Y"
"16155","Embiotoca jacksoni","Least Concern",141781502,"Perciformes","Embiotocidae","Y"
"16156","Plectorhinchus ceylonensis","Least Concern",141796299,"Perciformes","Haemulidae","Y"
"16157","Parascolopsis baranesi","Data Deficient",141859681,"Perciformes","Nemipteridae","Y"
"16158","Parascolopsis capitinis","Least Concern",141860694,"Perciformes","Nemipteridae","Y"
"16159","Plagiogeneion fiolenti","Data Deficient",141861585,"Perciformes","Emmelichthyidae","Y"
"16160","Anthias asperilinguis","Least Concern",143620177,"Perciformes","Serranidae","Y"
"16161","Alosa algeriensis","Data Deficient",143828276,"Clupeiformes","Clupeidae","Y"
"16162","Anodontostoma selangkat","Least Concern",143828466,"Clupeiformes","Clupeidae","Y"
"16163","Anodontostoma thailandiae","Least Concern",143828705,"Clupeiformes","Clupeidae","Y"
"16164","Thryssa gautamiensis","Data Deficient",143828915,"Clupeiformes","Engraulidae","Y"
"16165","Thryssa hamiltonii","Least Concern",143829091,"Clupeiformes","Engraulidae","Y"
"16166","Tenualosa reevesii","Data Deficient",143829403,"Clupeiformes","Clupeidae","Y"
"16167","Gudusia variegata","Least Concern",143829731,"Clupeiformes","Clupeidae",NA
"16168","Hilsa kelee","Least Concern",143829888,"Clupeiformes","Clupeidae","Y"
"16169","Stolephorus ronquilloi","Data Deficient",143830318,"Clupeiformes","Engraulidae","Y"
"16170","Clupeichthys goniognathus","Least Concern",143830505,"Clupeiformes","Clupeidae",NA
"16171","Clupeichthys aesarnensis","Least Concern",143830692,"Clupeiformes","Clupeidae",NA
"16172","Clupeichthys perakensis","Least Concern",143830884,"Clupeiformes","Clupeidae",NA
"16173","Gonialosa modesta","Data Deficient",143831051,"Clupeiformes","Clupeidae",NA
"16174","Gonialosa whiteheadi","Data Deficient",143831240,"Clupeiformes","Clupeidae",NA
"16175","Clupeoides borneensis","Least Concern",143831412,"Clupeiformes","Clupeidae","Y"
"16176","Sardinops sagax","Least Concern",143831586,"Clupeiformes","Clupeidae","Y"
"16177","Opisthopterus effulgens","Data Deficient",143831937,"Clupeiformes","Pristigasteridae","Y"
"16178","Anchoa analis","Data Deficient",143832105,"Clupeiformes","Engraulidae","Y"
"16179","Anchoa chamensis","Data Deficient",143832286,"Clupeiformes","Engraulidae","Y"
"16180","Tenualosa toli","Vulnerable",143832449,"Clupeiformes","Clupeidae","Y"
"16181","Sundasalanx praecox","Least Concern",143832691,"Clupeiformes","Clupeidae",NA
"16182","Anchoviella perezi","Data Deficient",143832862,"Clupeiformes","Engraulidae","Y"
"16183","Anchoa belizensis","Least Concern",143832976,"Clupeiformes","Engraulidae",NA
"16184","Engraulis anchoita","Near Threatened",143833145,"Clupeiformes","Engraulidae","Y"
"16185","Sprattus sprattus","Least Concern",143833310,"Clupeiformes","Clupeidae","Y"
"16186","Setipinna brevifilis","Data Deficient",143833839,"Clupeiformes","Engraulidae",NA
"16187","Thryssa kammalensoides","Data Deficient",143833948,"Clupeiformes","Engraulidae","Y"
"16188","Thryssa polybranchialis","Data Deficient",143834068,"Clupeiformes","Engraulidae","Y"
"16189","Sardinella rouxi","Data Deficient",143834207,"Clupeiformes","Clupeidae","Y"
"16190","Sardinella brasiliensis","Data Deficient",143834492,"Clupeiformes","Clupeidae","Y"
"16191","Sardinella gibbosa","Least Concern",143834681,"Clupeiformes","Clupeidae","Y"
"16192","Sardinella sindensis","Least Concern",143835102,"Clupeiformes","Clupeidae","Y"
"16193","Pellona flavipinnis","Least Concern",143835302,"Clupeiformes","Pristigasteridae","Y"
"16194","Nematalosa japonica","Data Deficient",143835471,"Clupeiformes","Clupeidae","Y"
"16195","Sardinella fimbriata","Least Concern",143835703,"Clupeiformes","Clupeidae","Y"
"16196","Sardinella jussieu","Data Deficient",143835908,"Clupeiformes","Clupeidae","Y"
"16197","Sardinella lemuru","Near Threatened",143836046,"Clupeiformes","Clupeidae","Y"
"16198","Stolephorus commersonnii","Least Concern",143836308,"Clupeiformes","Engraulidae","Y"
"16199","Thryssa kammalensis","Data Deficient",143836648,"Clupeiformes","Engraulidae","Y"
"16200","Clupeichthys bleekeri","Vulnerable",143836802,"Clupeiformes","Clupeidae",NA
"16201","Coilia borneensis","Data Deficient",143836957,"Clupeiformes","Engraulidae","Y"
"16202","Coilia coomansi","Data Deficient",143837083,"Clupeiformes","Engraulidae","Y"
"16203","Coilia dussumieri","Least Concern",143837195,"Clupeiformes","Engraulidae","Y"
"16204","Setipinna melanochir","Data Deficient",143837382,"Clupeiformes","Engraulidae","Y"
"16205","Sundasalanx megalops","Data Deficient",143837649,"Clupeiformes","Clupeidae","Y"
"16206","Sundasalanx mesops","Data Deficient",143837754,"Clupeiformes","Clupeidae",NA
"16207","Sundasalanx microps","Data Deficient",143837855,"Clupeiformes","Clupeidae",NA
"16208","Spratelloides lewisi","Least Concern",143838102,"Clupeiformes","Clupeidae","Y"
"16209","Clupeoides venulosus","Vulnerable",143838405,"Clupeiformes","Clupeidae",NA
"16210","Clupeonella engrauliformis","Endangered",143838562,"Clupeiformes","Clupeidae","Y"
"16211","Clupeonella grimmi","Endangered",143838795,"Clupeiformes","Clupeidae","Y"
"16212","Clupeonella muhlisi","Endangered",143839033,"Clupeiformes","Clupeidae",NA
"16213","Corica laciniata","Data Deficient",143839212,"Clupeiformes","Clupeidae","Y"
"16214","Dorosoma chavesi","Near Threatened",143839368,"Clupeiformes","Clupeidae",NA
"16215","Thryssa vitrirostris","Least Concern",143839539,"Clupeiformes","Engraulidae","Y"
"16216","Thryssa whiteheadi","Least Concern",143839790,"Clupeiformes","Engraulidae","Y"
"16217","Sardinella tawilis","Endangered",143839946,"Clupeiformes","Clupeidae",NA
"16218","Tenualosa macrura","Near Threatened",143840186,"Clupeiformes","Clupeidae","Y"
"16219","Coilia macrognathos","Data Deficient",143840408,"Clupeiformes","Engraulidae","Y"
"16220","Coilia mystus","Endangered",143840543,"Clupeiformes","Engraulidae","Y"
"16221","Coilia nasus","Endangered",143840780,"Clupeiformes","Engraulidae","Y"
"16222","Coilia ramcarati","Data Deficient",143841031,"Clupeiformes","Engraulidae","Y"
"16223","Coilia rebentischii","Data Deficient",143841186,"Clupeiformes","Engraulidae","Y"
"16224","Coilia reynaldi","Least Concern",143841310,"Clupeiformes","Engraulidae","Y"
"16225","Engraulis australis","Least Concern",143841463,"Clupeiformes","Engraulidae","Y"
"16226","Engraulis capensis","Least Concern",143841628,"Clupeiformes","Engraulidae","Y"
"16227","Engraulis japonicus","Least Concern",143841777,"Clupeiformes","Engraulidae","Y"
"16228","Setipinna paxtoni","Data Deficient",143841979,"Clupeiformes","Engraulidae","Y"
"16229","Setipinna wheeleri","Data Deficient",143842095,"Clupeiformes","Engraulidae","Y"
"16230","Thryssa chefuensis","Data Deficient",143842202,"Clupeiformes","Engraulidae","Y"
"16231","Thryssa dayi","Data Deficient",143842351,"Clupeiformes","Engraulidae","Y"
"16232","Thryssa malabarica","Data Deficient",143842486,"Clupeiformes","Engraulidae","Y"
"16233","Thryssa purava","Data Deficient",143842621,"Clupeiformes","Engraulidae","Y"
"16234","Thryssa rastrosa","Endangered",143842760,"Clupeiformes","Engraulidae",NA
"16235","Thryssa spinidens","Data Deficient",143842944,"Clupeiformes","Engraulidae","Y"
"16236","Sundasalanx platyrhynchus","Data Deficient",143843082,"Clupeiformes","Clupeidae",NA
"16237","Etrumeus acuminatus","Least Concern",143843183,"Clupeiformes","Dussumieriidae","Y"
"16238","Etrumeus golanii","Data Deficient",143843370,"Clupeiformes","Dussumieriidae","Y"
"16239","Etrumeus wongratanai","Data Deficient",143843487,"Clupeiformes","Dussumieriidae","Y"
"16240","Alosa chrysochloris","Least Concern",143863055,"Clupeiformes","Clupeidae","Y"
"16241","Congothrissa gossei","Data Deficient",143863329,"Clupeiformes","Clupeidae",NA
"16242","Engraulis albidus","Data Deficient",143863493,"Clupeiformes","Engraulidae","Y"
"16243","Ilisha compressa","Least Concern",143863711,"Clupeiformes","Pristigasteridae","Y"
"16244","Neoopisthopterus cubanus","Vulnerable",143863981,"Clupeiformes","Pristigasteridae","Y"
"16245","Odaxothrissa mento","Least Concern",143864244,"Clupeiformes","Clupeidae",NA
"16246","Potamothrissa whiteheadi","Data Deficient",143864491,"Clupeiformes","Clupeidae",NA
"16247","Thrattidion noctivagus","Data Deficient",143864630,"Clupeiformes","Clupeidae",NA
"16248","Mystus gulio","Least Concern",144201789,"Siluriformes","Bagridae","Y"
"16249","Craterocephalus centralis","Near Threatened",144853744,"Atheriniformes","Atherinidae",NA
"16250","Gobiodon ater","Data Deficient",145090629,"Perciformes","Gobiidae","Y"
"16251","Nematalosa erebi","Least Concern",145096515,"Clupeiformes","Clupeidae","Y"
"16252","Epinephelus itajara","Vulnerable",145206345,"Perciformes","Serranidae","Y"
"16253","Oncorhynchus chrysogaster","Near Threatened",145641611,"Salmoniformes","Salmonidae",NA
"16254","Cynoglossus pottii","Data Deficient",146951681,"Pleuronectiformes","Cynoglossidae","Y"
"16255","Gobiodon fuscoruber","Least Concern",147275210,"Perciformes","Gobiidae","Y"
"16256","Poecilopsetta dorsialta","Data Deficient",148495439,"Pleuronectiformes","Pleuronectidae","Y"
"16257","Oreochromis karongae","Critically Endangered",148647939,"Perciformes","Cichlidae",NA
"16258","Oreochromis shiranus","Least Concern",148648160,"Perciformes","Cichlidae","Y"
"16259","Oreochromis squamipinnis","Critically Endangered",148648312,"Perciformes","Cichlidae",NA
"16260","Lethrinops micrentodon","Data Deficient",148652144,"Perciformes","Cichlidae",NA
"16261","Labidochromis zebroides","Endangered",148653254,"Perciformes","Cichlidae",NA
"16262","Melanochromis lepidiadaptes","Critically Endangered",148653388,"Perciformes","Cichlidae",NA
"16263","Nyassachromis breviceps","Critically Endangered",148653528,"Perciformes","Cichlidae",NA
"16264","Otopharynx selenurus","Data Deficient",148653661,"Perciformes","Cichlidae",NA
"16265","Placidochromis phenochilus","Endangered",148653793,"Perciformes","Cichlidae",NA
"16266","Pseudotropheus brevis","Endangered",148653947,"Perciformes","Cichlidae",NA
"16267","Trematocranus microstoma","Endangered",148654097,"Perciformes","Cichlidae",NA
"16268","Copadichromis mloto","Data Deficient",148656528,"Perciformes","Cichlidae",NA
"16269","Nyassachromis boadzulu","Endangered",148657025,"Perciformes","Cichlidae",NA
"16270","Copadichromis mbenjii","Least Concern",148657193,"Perciformes","Cichlidae",NA
"16271","Corematodus shiranus","Critically Endangered",148657335,"Perciformes","Cichlidae",NA
"16272","Cyrtocara moorii","Vulnerable",148657804,"Perciformes","Cichlidae",NA
"16273","Otopharynx pachycheilus","Vulnerable",148657967,"Perciformes","Cichlidae",NA
"16274","Mchenga conophoros","Critically Endangered",148658088,"Perciformes","Cichlidae",NA
"16275","Aulonocara baenschi","Critically Endangered",148658365,"Perciformes","Cichlidae",NA
"16276","Aulonocara ethelwynnae","Near Threatened",148658521,"Perciformes","Cichlidae",NA
"16277","Aulonocara maylandi","Critically Endangered",148658797,"Perciformes","Cichlidae",NA
"16278","Melanochromis chipokae","Critically Endangered",148659091,"Perciformes","Cichlidae",NA
"16279","Pseudotropheus cyaneorhabdos","Critically Endangered",148659251,"Perciformes","Cichlidae",NA
"16280","Bathyclarias longibarbis","Least Concern",148662379,"Siluriformes","Clariidae",NA
"16281","Bathyclarias rotundifrons","Least Concern",148662491,"Siluriformes","Clariidae",NA
"16282","Bathyclarias filicibarbis","Least Concern",148662703,"Siluriformes","Clariidae",NA
"16283","Bathyclarias worthingtoni","Least Concern",148662803,"Siluriformes","Clariidae",NA
"16284","Bathyclarias atribranchus","Least Concern",148662919,"Siluriformes","Clariidae",NA
"16285","Mchenga inornata","Data Deficient",148663019,"Perciformes","Cichlidae",NA
"16286","Nyassachromis prostoma","Least Concern",148663125,"Perciformes","Cichlidae",NA
"16287","Naevochromis chrysogaster","Least Concern",148663702,"Perciformes","Cichlidae",NA
"16288","Aristochromis christyi","Least Concern",148664142,"Perciformes","Cichlidae",NA
"16289","Labeotropheus trewavasae","Least Concern",148664270,"Perciformes","Cichlidae",NA
"16290","Labeotropheus fuelleborni","Least Concern",148664395,"Perciformes","Cichlidae",NA
"16291","Tyrannochromis nigriventer","Least Concern",148664630,"Perciformes","Cichlidae",NA
"16292","Stigmatochromis modestus","Least Concern",148664882,"Perciformes","Cichlidae",NA
"16293","Tramitichromis intermedius","Least Concern",148665330,"Perciformes","Cichlidae",NA
"16294","Tramitichromis trilineatus","Least Concern",148665552,"Perciformes","Cichlidae",NA
"16295","Tramitichromis variabilis","Least Concern",148665676,"Perciformes","Cichlidae",NA
"16296","Taeniolethrinops cyrtonotus","Least Concern",148665788,"Perciformes","Cichlidae",NA
"16297","Taeniolethrinops furcicauda","Least Concern",148665909,"Perciformes","Cichlidae",NA
"16298","Taeniolethrinops praeorbitalis","Least Concern",148666137,"Perciformes","Cichlidae",NA
"16299","Petrotilapia tridentiger","Least Concern",148666251,"Perciformes","Cichlidae",NA
"16300","Petrotilapia genalutea","Least Concern",148666367,"Perciformes","Cichlidae",NA
"16301","Placidochromis electra","Least Concern",148666600,"Perciformes","Cichlidae",NA
"16302","Placidochromis hennydaviesae","Least Concern",148666701,"Perciformes","Cichlidae",NA
"16303","Placidochromis johnstoni","Least Concern",148666800,"Perciformes","Cichlidae",NA
"16304","Placidochromis milomo","Least Concern",148667006,"Perciformes","Cichlidae",NA
